time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
4.767,-7.38,0,-395.85,180,42,0,0,68
4.773,-1.75,0,-360.0,180,0,0,0,0
4.774,-0.87,0,-0.35000000000000003,180,-33,0,0,429
4.775,-0.87,0,-0.52,180,33,0,0,6
4.777,-1.4,0,-0.7000000000000001,180,-59,0,0,4
4.778,-1.4,0,-0.87,180,-46,0,-3.5434065,0
4.78,-1.75,0,-1.05,180,-31,0,1.2212973,4
4.781,-1.9300000000000002,0,-1.4,180,-31,0,-1.6960158,93
4.782,-2.1,0,-1.4,180,-31,0,-5.3171215,29
4.783,-2.2800000000000002,0,-1.75,180,-27,0,5.362213,36
4.785,-2.63,0,-2.1,180,-27,0,-5.8315344,139
4.786,-2.63,0,-2.1,180,-27,0,0.23720026,135
4.787,-2.98,0,-2.2800000000000002,180,-29,0,5.1404133,142
4.789,-3.16,0,-2.81,180,-29,0,1.549231,0
4.792,-3.33,0,-2.81,180,-29,0,-0.067763805,138
4.793,-3.69,0,-3.16,180,-20,0,5.4004087,39
4.794,-3.86,0,-3.33,180,-20,0,-5.75559,3
4.795,-4.04,0,-3.69,180,-20,0,-4.3864274,138
4.796,-4.21,0,-3.69,180,-20,0,-5.7460184,140
4.797,-4.57,0,-4.04,180,-29,0,3.2297087,114
4.798,-4.57,0,-4.21,180,-29,0,-5.375055,154
4.8,-4.74,0,-4.39,180,-29,0,-0.039510727,76
4.801,-4.92,0,-4.39,180,-28,0,-1.4393463,134
4.802,-5.09,0,-4.74,180,-22,0,5.4900255,2
4.803,-5.27,0,-4.74,180,-19,0,-5.767916,30
4.804,-5.44,0,-4.92,180,-19,0,2.4561405,143
4.805,-5.8,0,-5.09,180,-19,0,-4.84506,144
4.807,-5.8,0,-5.44,180,34,0,-5.0031834,50
4.808,-5.97,0,-5.27,180,-84,0,-3.8578985,119
4.809,-6.32,0,-5.8,180,-84,0,4.024478,128
4.81,-6.5,0,-5.97,180,-46,0,-4.9615483,102
4.812,-6.5,0,-5.97,180,-31,0,-2.1820006,101
4.813,-6.85,0,-6.15,180,-31,0,5.614588,119
4.814,-7.03,0,-6.5,180,-31,0,-2.247476,52
4.816,-7.2,0,-6.5,180,-31,0,-2.3833015,143
4.817,-7.38,0,-6.67,180,-27,0,5.6541176,39
4.818,-7.73,0,-7.2,180,-27,0,-3.1136494,56
4.82,-7.73,0,-7.03,180,-27,0,-5.2962666,149
4.821,-8.08,0,-7.2,180,-28,0,5.999058,65
4.822,-8.43,0,-7.73,180,-28,0,-3.3116434,137
4.823,-8.43,0,-7.73,180,-28,0,-5.36934,146
4.824,-8.61,0,-7.73,180,-28,0,5.649087,68
4.825,-8.96,0,-8.08,180,-30,0,5.6523666,136
4.826,-8.96,0,-8.26,180,-30,0,-5.3737283,134
4.827,-8.96,0,-8.08,180,-30,0,-3.5824971,151
4.828,-9.31,0,-8.43,180,-29,0,5.990589,126
4.829,-9.49,0,-8.78,180,-26,0,-5.4113603,92
4.83,-9.49,0,-8.78,180,-26,0,-5.546915,148
4.831,-9.66,0,-8.78,180,-26,0,5.636918,126
4.832,-10.01,0,-9.14,180,-26,0,5.6348495,145
4.834,-10.01,0,-9.14,180,23,0,-5.580448,134
4.835,-10.01,0,-9.14,180,-19,0,0.17350101,152
4.836,-10.37,0,-9.31,180,-18,0,2.6661148,133
4.837,-10.54,0,-9.49,180,-18,0,-5.717053,1
4.838,-10.72,0,-9.66,180,-18,0,-5.503812,67
4.839,-10.89,0,-9.84,180,-27,0,-5.7942047,145
4.84,-11.07,0,-10.01,180,-27,0,-4.6927586,146
4.841,-11.25,0,-10.19,180,-27,0,-3.399571,155
4.843,-11.6,0,-10.37,180,-29,0,-4.7739673,123
4.844,-11.6,0,-10.54,180,-29,0,-4.7113566,86
4.844,-11.95,0,-10.54,180,-29,0,-4.1212964,123
4.846,-12.12,0,-10.72,180,-29,0,5.8006535,122
4.848,-12.3,0,-10.89,180,-27,0,-4.814629,106
4.849,-12.48,0,-11.07,180,-27,0,-4.8714156,144
4.85,-12.65,0,-11.07,180,-27,0,-5.046753,111
4.851,-13.0,0,-11.42,180,-37,0,5.770241,125
4.852,-13.0,0,-11.6,180,-37,0,-5.3334126,134
4.853,-13.35,0,-11.6,180,-37,0,-5.045292,144
4.854,-13.53,0,-11.6,180,-30,0,5.6479435,127
4.855,-13.88,0,-11.95,180,-28,0,5.8595314,129
4.856,-13.88,0,-12.12,180,-28,0,-5.4821224,135
4.857,-13.88,0,-11.95,180,-28,0,-5.2401266,157
4.858,-14.23,0,-12.12,180,-28,0,5.9941006,124
4.859,-14.58,0,-12.65,180,-30,0,-5.277857,137
4.86,-14.58,0,-12.65,180,-30,0,-5.8649716,146
4.861,-14.76,0,-12.65,180,-30,0,5.887163,120
4.862,-15.29,0,-13.0,180,-33,0,5.889965,150
4.863,-15.29,0,-13.0,180,33,0,-5.591082,142
4.865,-15.29,0,-13.0,180,-33,0,-3.265573,160
4.866,-15.64,0,-13.18,180,-30,0,5.8797646,130
4.867,-15.82,0,-13.53,180,-28,0,-5.387595,83
4.868,-15.82,0,-13.35,180,-28,0,-5.4818077,151
4.869,-16.34,0,-13.53,180,-28,0,5.9946136,125
4.87,-16.52,0,-13.88,180,-32,0,-5.4680033,144
4.871,-16.52,0,-13.71,180,-32,0,-5.680624,147
4.872,-16.87,0,-13.88,180,-32,0,5.989401,126
4.873,-17.22,0,-14.23,180,-31,0,-5.5265594,147
4.874,-17.05,0,-14.23,180,31,0,-5.733126,144
4.875,-17.4,0,-14.06,180,-59,0,-3.2841215,131
4.876,-17.75,0,-14.58,180,-59,0,5.8083744,149
4.877,-17.75,0,-14.58,180,-43,0,-5.8346314,87
4.878,-17.92,0,-14.41,180,-37,0,5.7523766,148
4.88,-18.28,0,-14.58,180,-37,0,5.981756,142
4.881,-18.45,0,-14.94,180,-37,0,-5.162321,144
4.882,-18.45,0,-14.58,180,-29,0,-5.73319,160
4.883,-18.98,0,-14.76,180,-27,0,5.9580193,118
4.884,-19.16,0,-15.11,180,-27,0,-5.6807513,151
4.885,-19.16,0,-14.94,180,-27,0,-5.819022,145
4.886,-19.33,0,-14.94,180,-31,0,5.9962864,134
4.888,-19.86,0,-15.46,180,-31,0,5.9310856,153
4.889,-19.68,0,-15.29,180,31,0,-5.852612,142
4.89,-19.68,0,-15.11,180,31,0,-4.9731627,161
4.891,-20.21,0,-15.29,180,-29,0,-4.869459,134
4.892,-20.39,0,-15.64,180,-29,0,-5.7163234,132
4.893,-20.39,0,-15.46,180,-29,0,-5.86693,127
4.894,-20.74,0,-15.64,180,-36,0,5.995409,147
4.895,-20.91,0,-15.82,180,-36,0,-5.498211,157
4.895,-20.91,0,-15.64,180,-36,0,-3.6050744,144
4.896,-21.26,0,-15.64,180,-33,0,5.9831657,130
4.897,-21.62,0,-15.99,180,-30,0,5.9089966,90
4.898,-21.62,0,-15.82,180,-30,0,-5.853074,146
4.899,-21.62,0,-15.99,180,-30,0,5.994055,161
4.901,-21.97,0,-15.99,180,-29,0,-5.7191625,135
4.902,-22.14,0,-16.17,180,-29,0,5.9664364,146
4.903,-22.14,0,-15.82,180,-67,0,-5.77691,138
4.904,-22.5,0,-16.17,180,-67,0,5.7703247,150
4.905,-22.5,0,-15.99,180,-48,0,-5.6698027,141
4.906,-22.85,0,-15.99,180,-38,0,5.951499,144
