time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
0.684,0.0,180,0.0,0,0,0,0,0
0.685,0.0,180,0.17,0,0,0,4.0,0
0.686,0.0,180,0.0,0,0,0,4.0,405
0.687,-0.17,180,0.0,0,0,0,4.0,39
0.687,-0.17,180,0.0,0,0,0,4.0,92
0.688,0.0,180,0.0,0,0,0,4.0,99
0.689,0.0,180,0.0,0,0,0,4.0,102
0.69,0.0,180,0.0,0,0,0,4.0,104
0.69,0.0,180,0.0,0,0,0,4.0,105
0.691,0.0,180,0.0,0,0,0,4.0,105
0.691,0.0,180,0.0,0,0,0,4.0,104
0.692,0.0,180,0.0,0,0,0,4.0,103
0.692,0.0,180,0.0,0,0,0,4.0,104
0.693,0.0,180,0.0,0,0,0,4.0,104
0.693,0.0,180,0.0,0,0,0,4.0,105
0.694,0.0,180,0.0,0,0,0,4.0,104
0.694,0.0,180,0.0,0,0,0,4.0,104
0.695,0.0,180,0.0,0,0,0,4.0,103
0.695,0.0,180,0.0,0,0,0,4.0,104
0.695,0.0,180,0.0,0,0,0,4.0,103
0.697,0.0,180,0.0,0,0,0,4.0,104
0.698,0.0,180,0.0,0,0,0,4.0,103
0.698,0.0,180,0.0,0,0,0,4.0,103
0.699,0.0,180,0.0,0,0,0,4.0,103
0.699,0.0,180,0.17,0,0,0,4.0,104
0.699,0.0,180,0.17,0,0,0,4.0,103
0.7,0.17,180,0.17,0,8,0,4.0,103
0.7,0.17,180,0.17,0,8,0,4.0,103
0.701,0.17,180,0.17,0,8,0,4.0,103
0.701,0.17,180,0.17,0,8,0,4.0,103
0.702,0.17,180,0.35000000000000003,0,8,0,4.0,103
0.702,0.17,180,0.35000000000000003,0,8,0,4.0,103
0.703,0.35000000000000003,180,0.35000000000000003,0,8,0,4.0,102
0.703,0.35000000000000003,180,0.35000000000000003,0,8,0,4.0,103
0.704,0.35000000000000003,180,0.35000000000000003,0,8,0,4.0,102
0.704,0.52,180,0.35000000000000003,0,8,0,4.0,103
0.705,0.52,180,0.52,0,8,0,4.0,102
0.705,0.52,180,0.52,0,8,0,4.0,103
0.706,0.52,180,0.52,0,8,0,4.0,102
