time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
1.881,-17.75,180,0.0,0,0,0,0,0
1.884,-22.14,180,0.0,0,0,0,0.0,0
1.886,-0.35000000000000003,180,0.0,0,0,0,0.0,468
1.887,-0.7000000000000001,180,0.0,0,-65,0,0.0,14
1.888,-0.52,180,0.0,0,53,0,0.0,1
1.889,-0.7000000000000001,180,-0.17,0,-41,0,0.0,3
1.89,-0.7000000000000001,180,-0.17,0,-41,0,0.0,1
1.892,-0.7000000000000001,180,-0.17,0,-40,0,0.0,1
1.893,-0.87,180,-0.35000000000000003,0,-28,0,0.0,1
1.894,-0.87,180,-0.35000000000000003,0,-22,0,0.0,0
1.895,-1.05,180,-0.35000000000000003,0,-18,0,0.0,1
1.896,-1.05,180,-0.52,0,-15,0,0.0,0
1.898,-1.23,180,-0.52,0,-13,0,0.0,0
1.899,-1.23,180,-0.7000000000000001,0,-11,0,0.0,1
1.9,-1.4,180,-0.87,0,-10,0,0.0,0
1.904,-1.4,180,-0.87,0,-10,0,0.0,1
1.906,-1.58,180,-1.05,0,-10,0,0.0,1
1.907,-1.75,180,-1.23,0,-10,0,0.0,0
1.908,-1.75,180,-1.23,0,-10,0,0.0,1
1.909,-1.9300000000000002,180,-1.4,0,-10,0,0.0,0
1.911,-1.9300000000000002,180,-1.4,0,-10,0,0.0,1
1.912,-2.1,180,-1.58,0,-10,0,0.0,0
1.913,-2.1,180,-1.58,0,-10,0,0.0,0
1.914,-2.2800000000000002,180,-1.58,0,-10,0,0.0,0
1.916,-2.2800000000000002,180,-1.58,0,-10,0,0.0,0
1.917,-2.2800000000000002,180,-1.75,0,-10,0,0.0,1
1.918,-2.46,180,-1.75,0,-10,0,0.0,0
1.919,-2.46,180,-1.9300000000000002,0,-10,0,0.0,0
1.92,-2.46,180,-1.9300000000000002,0,-10,0,0.0,0
1.922,-2.63,180,-1.9300000000000002,0,-10,0,0.0,0
1.923,-2.63,180,-2.1,0,-10,0,0.0,0
1.924,-2.81,180,-2.1,0,-9,0,0.0,0
1.925,-2.81,180,-2.2800000000000002,0,-9,0,0.0,0
1.927,-2.81,180,-2.2800000000000002,0,-9,0,0.0,0
1.928,-2.98,180,-2.2800000000000002,0,-9,0,0.0,0
1.929,-2.98,180,-2.2800000000000002,0,-9,0,0.0,0
1.93,-2.98,180,-2.2800000000000002,0,-9,0,0.0,0
1.931,-3.16,180,-2.46,0,-9,0,0.0,0
1.932,-3.16,180,-2.46,0,-9,0,0.0,0
1.933,-3.16,180,-2.46,0,-9,0,0.0,0
1.934,-3.33,180,-2.63,0,-9,0,0.0,0
1.935,-3.33,180,-2.63,0,-9,0,0.0,0
1.936,-3.33,180,-2.63,0,-9,0,0.0,0
1.938,-3.51,180,-2.63,0,-8,0,0.0,0
1.939,-3.51,180,-2.81,0,-8,0,0.0,0
1.94,-3.51,180,-2.81,0,-8,0,0.0,0
1.942,-3.69,180,-2.81,0,-8,0,0.0,0
1.943,-3.69,180,-2.98,0,-8,0,0.0,0
1.944,-3.69,180,-2.98,0,-8,0,0.0,0
1.946,-3.69,180,-2.98,0,-8,0,0.0,0
1.947,-3.86,180,-2.98,0,-8,0,0.0,0
1.948,-3.86,180,-2.98,0,-8,0,0.0,0
1.949,-3.86,180,-2.98,0,-8,0,0.0,0
1.95,-4.04,180,-2.98,0,-8,0,0.0,0
1.951,-4.04,180,-3.16,0,-8,0,0.0,0
1.953,-4.04,180,-3.16,0,-7,0,0.0,0
1.954,-4.04,180,-3.16,0,-7,0,0.0,0
1.955,-4.21,180,-3.16,0,-7,0,0.0,0
1.956,-4.21,180,-3.16,0,-7,0,0.0,0
1.957,-4.21,180,-3.16,0,-7,0,0.0,0
1.958,-4.21,180,-3.33,0,-7,0,0.0,0
1.959,-4.39,180,-3.33,0,-7,0,0.0,0
1.961,-4.39,180,-3.33,0,-7,0,0.0,0
1.962,-4.39,180,-3.33,0,-7,0,0.0,0
1.963,-4.39,180,-3.33,0,-7,0,0.0,0
1.964,-4.57,180,-3.33,0,-7,0,0.0,0
1.965,-4.57,180,-3.33,0,-7,0,0.0,0
1.966,-4.57,180,-3.33,0,-7,0,0.0,0
1.967,-4.57,180,-3.33,0,-7,0,0.0,0
1.969,-4.57,180,-3.33,0,-7,0,0.0,0
1.97,-4.74,180,-3.33,0,-7,0,0.0,0
1.971,-4.74,180,-3.33,0,-6,0,0.0,0
1.972,-4.74,180,-3.51,0,-6,0,0.0,0
1.974,-4.74,180,-3.51,0,-5,0,0.0,0
1.975,-4.74,180,-3.51,0,-5,0,0.0,0
1.976,-4.74,180,-3.51,0,-5,0,0.0,0
1.977,-4.92,180,-3.51,0,-5,0,0.0,0
1.978,-4.92,180,-3.51,0,-5,0,0.0,0
1.98,-4.92,180,-3.51,0,-5,0,0.0,0
1.981,-4.92,180,-3.51,0,-5,0,0.0,0
1.982,-4.92,180,-3.51,0,-5,0,0.0,0
1.983,-4.92,180,-3.33,0,-5,0,0.0,0
1.984,-5.09,180,-3.33,0,-5,0,0.0,0
1.985,-5.09,180,-3.33,0,-5,0,0.0,0
1.986,-5.09,180,-3.33,0,-5,0,0.0,0
1.988,-5.09,180,-3.33,0,-5,0,0.0,0
1.989,-5.09,180,-3.33,0,-5,0,0.0,0
1.99,-5.09,180,-3.33,0,-5,0,0.0,0
1.991,-5.09,180,-3.33,0,-5,0,0.0,0
1.993,-5.09,180,-3.33,0,-5,0,0.0,0
1.994,-5.27,180,-3.33,0,-5,0,0.0,0
1.995,-5.27,180,-3.16,0,-5,0,0.0,0
1.996,-5.27,180,-3.16,0,-5,0,0.0,0
1.997,-5.27,180,-3.16,0,-5,0,0.0,0
1.998,-5.27,180,-3.16,0,-5,0,0.0,0
1.999,-5.27,180,-3.16,0,-5,0,0.0,0
