time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
0.691,0.35000000000000003,180,-0.17,0,0,0,0,0
0.692,0.35000000000000003,180,0.0,0,0,0,4.0,0
0.692,0.0,180,0.0,0,0,0,4.0,398
0.694,-0.17,180,0.0,0,0,0,4.0,58
0.694,0.0,180,0.0,0,0,0,4.0,91
0.695,0.0,180,0.0,0,0,0,4.0,98
0.695,0.0,180,0.0,0,0,0,4.0,101
0.696,0.0,180,0.0,0,0,0,4.0,103
0.697,0.0,180,0.0,0,0,0,4.0,105
0.697,0.0,180,0.0,0,0,0,4.0,105
0.698,0.0,180,0.0,0,0,0,4.0,103
0.699,0.0,180,0.0,0,0,0,4.0,103
0.699,0.0,180,0.0,0,0,0,4.0,104
0.7,0.0,180,0.0,0,0,0,4.0,105
0.7,0.0,180,0.0,0,0,0,4.0,104
0.701,0.0,180,0.0,0,0,0,4.0,103
0.701,0.0,180,0.0,0,0,0,4.0,103
0.702,0.0,180,0.0,0,0,0,4.0,103
0.702,0.0,180,0.0,0,0,0,4.0,104
0.704,0.0,180,0.0,0,0,0,4.0,104
0.705,0.17,180,0.17,0,11,0,4.0,103
0.705,0.17,180,0.17,0,11,0,4.0,103
0.706,0.17,180,0.17,0,11,0,4.0,103
0.706,0.35000000000000003,180,0.35000000000000003,0,11,0,4.0,103
0.707,0.35000000000000003,180,0.35000000000000003,0,11,0,4.0,102
0.707,0.35000000000000003,180,0.35000000000000003,0,11,0,4.0,103
0.708,0.35000000000000003,180,0.35000000000000003,0,11,0,4.0,103
0.708,0.35000000000000003,180,0.35000000000000003,0,11,0,4.0,103
0.709,0.52,180,0.35000000000000003,0,11,0,4.0,103
0.709,0.52,180,0.52,0,11,0,4.0,102
0.71,0.52,180,0.52,0,11,0,4.0,103
0.71,0.52,180,0.52,0,11,0,4.0,102
0.711,0.7000000000000001,180,0.7000000000000001,0,11,0,4.0,102
0.711,0.7000000000000001,180,0.7000000000000001,0,11,0,4.0,103
0.712,0.7000000000000001,180,0.7000000000000001,0,11,0,4.0,102
0.712,0.7000000000000001,180,0.87,0,11,0,4.0,102
0.713,0.87,180,0.87,0,12,0,4.0,102
0.713,0.87,180,0.87,0,12,0,4.0,102
0.714,1.05,180,1.05,0,12,0,4.0,102
0.714,1.05,180,1.05,0,12,0,4.0,102
0.715,1.05,180,1.05,0,12,0,4.0,102
0.716,1.23,180,1.05,0,12,0,4.0,101
0.716,1.23,180,1.23,0,12,0,4.0,102
0.716,1.23,180,1.23,0,12,0,4.0,102
0.717,1.4,180,1.4,0,12,0,4.0,102
0.717,1.4,180,1.4,0,12,0,4.0,102
0.718,1.58,180,1.58,0,21,0,4.0,101
0.718,1.58,180,1.58,0,21,0,4.0,101
0.718,1.58,180,1.58,0,21,0,4.0,102
0.72,1.75,180,1.75,0,21,0,4.0,101
0.72,1.75,180,1.75,0,21,0,4.0,101
0.721,1.9300000000000002,180,1.75,0,21,0,4.0,101
0.721,1.9300000000000002,180,1.9300000000000002,0,21,0,4.0,101
0.722,2.1,180,2.1,0,21,0,4.0,101
0.722,2.1,180,2.1,0,21,0,4.0,101
0.723,2.1,180,2.2800000000000002,0,21,0,4.0,101
0.723,2.2800000000000002,180,2.2800000000000002,0,26,0,4.0,101
0.724,2.2800000000000002,180,2.46,0,26,0,4.0,101
0.724,2.46,180,2.46,0,26,0,4.0,100
0.725,2.46,180,2.46,0,26,0,4.0,101
0.725,2.63,180,2.63,0,26,0,4.0,100
0.725,2.63,180,2.63,0,26,0,4.0,101
0.726,2.81,180,2.81,0,26,0,4.0,100
0.726,2.81,180,2.81,0,26,0,4.0,100
0.727,2.98,180,2.98,0,30,0,4.0,100
0.727,2.98,180,3.16,0,30,0,4.0,100
0.728,3.16,180,3.16,0,30,0,4.0,100
0.728,3.33,180,3.16,0,30,0,4.0,100
0.729,3.33,180,3.33,0,30,0,4.0,100
0.729,3.51,180,3.51,0,30,0,4.0,100
0.73,3.51,180,3.69,0,34,0,4.0,100
0.73,3.69,180,3.69,0,34,0,4.0,100
0.731,3.86,180,3.86,0,34,0,4.0,100
0.731,3.86,180,3.86,0,34,0,4.0,100
0.732,4.04,180,4.04,0,34,0,4.0,100
0.732,4.21,180,4.21,0,34,0,4.0,100
0.733,4.21,180,4.21,0,34,0,4.0,99
0.733,4.39,180,4.39,0,37,0,4.0,99
0.733,4.39,180,4.57,0,37,0,4.0,99
0.734,4.57,180,4.57,0,37,0,4.0,100
0.734,4.74,180,4.74,0,37,0,4.0,99
0.735,4.92,180,4.74,0,37,0,4.0,99
0.735,4.92,180,4.92,0,37,0,4.0,99
0.736,5.09,180,5.09,0,40,0,4.0,99
0.736,5.27,180,5.27,0,40,0,4.0,99
0.736,5.27,180,5.27,0,40,0,4.0,99
0.737,5.44,180,5.44,0,40,0,4.0,99
0.737,5.62,180,5.62,0,40,0,4.0,99
0.738,5.62,180,5.62,0,40,0,4.0,99
