time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
2.349,0.0,0,179.29,180,-8,0,0,147
2.357,-1.75,0,360.35,180,0,0,0,0
2.359,-1.58,0,-1.05,180,-36,0,0,425
2.364,-1.75,0,-1.4,180,-36,0,6.0,8
2.366,-2.98,0,-2.63,180,-40,0,-5.7764435,5
2.37,-3.33,0,-2.98,180,-40,0,-5.7788897,163
2.373,-4.74,0,-4.39,180,-43,0,-5.865157,149
2.378,-5.27,0,-4.92,180,-45,0,-5.784647,150
2.38,-6.67,0,-6.32,180,-55,0,-5.8693666,154
2.383,-7.38,0,-7.03,180,-48,0,-5.878503,149
2.387,-8.96,0,-8.78,180,-66,0,-5.9061246,166
2.39,-10.19,0,-9.84,180,-61,0,-5.8704686,151
2.393,-11.6,0,-11.25,180,-68,0,-5.906489,151
2.398,-13.18,0,-12.65,180,-69,0,-5.8880863,149
2.399,-14.94,0,-14.58,180,-80,0,-5.900125,150
2.404,-15.64,0,-15.11,180,-76,0,-5.873631,150
2.406,-18.28,0,-17.75,180,-86,0,-5.903193,150
2.412,-19.33,0,-18.8,180,-87,0,-5.816001,148
2.414,-22.14,0,-21.62,180,-89,0,-5.3292923,149
2.419,-23.2,0,-22.5,180,-88,0,-5.5519705,146
2.42,-26.19,0,-25.31,180,-90,0,-4.637107,132
2.426,-26.89,0,-26.01,180,-95,0,-5.648533,138
2.427,-30.05,0,-29.0,180,-91,0,-3.7290235,121
2.433,-30.76,0,-29.7,180,-96,0,-5.2463245,141
2.435,-33.92,0,-32.69,180,-94,0,-1.4701214,85
2.44,-34.8,0,-33.39,180,-95,0,-4.8219953,128
2.442,-37.79,0,-36.03,180,-86,0,-1.1230278,23
2.447,-38.67,0,-36.73,180,-92,0,-5.3598537,114
2.448,-41.66,0,-39.37,180,-87,0,-0.07595348,15
2.454,-42.36,0,-40.07,180,-93,0,-3.652985,130
2.455,-44.47,0,-42.01,180,-80,0,-5.2858996,5
2.461,-45.52,0,-42.89,180,-87,0,-5.5043316,83
2.462,-48.33,0,-45.17,180,-83,0,0.22994041,132
2.468,-48.86,0,-45.7,180,-81,0,-5.0835547,139
2.469,-51.5,0,-47.46,180,-79,0,4.517063,11
2.475,-52.2,0,-48.16,180,-84,0,-5.2417474,122
2.476,-54.49,0,-49.74,180,-63,0,4.159527,128
2.481,-55.37,0,-50.44,180,-92,0,-5.500605,128
2.483,-57.3,0,-51.85,180,-58,0,5.0445604,118
2.488,-58.0,0,-52.2,180,-84,0,-5.356734,130
2.489,-59.58,0,-53.26,180,-70,0,2.7874613,138
2.495,-60.46,0,-53.78,180,-55,0,-2.8443532,131
2.496,-61.87,0,-54.49,180,-44,0,-4.5617647,73
2.5,-62.57,0,-54.84,180,-50,0,-0.59955883,61
2.503,-64.16,0,-55.72,180,-54,0,-1.8419023,114
2.508,-64.68,0,-55.89,180,-52,0,0.8437128,7
2.509,-66.62,0,-56.42,180,-54,0,5.565686,37
2.514,-66.97,0,-56.6,180,-51,0,4.961254,24
2.517,-68.73,0,-56.77,180,-50,0,5.4410725,154
2.522,-69.08,0,-56.77,180,-49,0,5.3252144,136
2.523,-70.48,0,-56.77,180,-41,0,5.5278206,149
2.529,-70.83,0,-56.6,180,-41,0,5.4414864,144
2.531,-71.89,0,-56.25,180,-33,0,5.6211243,150
2.536,-72.24,0,-56.25,180,-33,0,5.8079987,147
2.537,-73.12,0,-55.37,180,-30,0,5.5278254,151
2.543,-73.3,0,-55.19,180,-25,0,5.560872,156
2.544,-73.82,0,-54.14,180,-20,0,5.7796335,148
2.55,-74.0,0,-53.96,180,-20,0,5.4590607,149
2.551,-74.53,0,-52.55,180,-17,0,5.748227,154
2.556,-74.53,0,-52.03,180,-14,0,5.705181,145
2.557,-74.7,0,-50.27,180,-8,0,5.9132385,152
2.563,-74.7,0,-49.74,180,-8,0,5.897707,150
2.564,-74.53,0,-47.63,180,8,0,5.837366,155
2.57,-74.35,0,-47.1,180,8,0,5.8889637,155
2.571,-73.82,0,-44.47,180,12,0,4.526513,151
2.577,-73.65,0,-43.76,180,12,0,5.929531,153
2.579,-72.59,0,-40.42,180,26,0,5.300742,113
2.583,-72.42,0,-39.72,180,26,0,5.9069347,151
2.585,-71.19,0,-36.56,180,39,0,5.2676888,134
2.59,-70.66,0,-35.15,180,46,0,5.947056,150
2.592,-69.25,0,-31.64,180,53,0,5.950279,132
2.597,-68.37,0,-30.05,180,62,0,5.9578257,151
2.599,-66.44,0,-26.19,180,73,0,5.944973,149
2.603,-65.56,0,-24.25,180,78,0,5.954281,148
2.605,-63.1,0,-20.03,180,89,0,5.9189835,147
2.61,-61.87,0,-17.92,180,96,0,5.95611,146
2.611,-58.53,0,-12.48,180,114,0,5.0918684,144
2.617,-57.65,0,-11.07,180,117,0,5.923897,143
2.619,-52.73,0,-3.69,180,136,0,3.908905,117
2.623,-51.67,0,-2.1,180,136,0,5.802868,140
2.626,-48.16,0,3.16,180,138,0,5.481865,83
2.629,-46.23,0,5.97,180,144,0,5.916357,136
2.632,-42.53,0,11.6,180,136,0,5.9122105,127
2.636,-40.78,0,14.06,180,147,0,5.9500675,140
2.638,-37.08,0,19.68,180,140,0,5.8988676,140
2.644,-35.33,0,22.14,180,133,0,5.8615856,141
2.645,-31.11,0,29.0,180,129,0,5.1930075,141
2.65,-30.23,0,30.41,180,125,0,5.9290047,151
2.652,-26.19,0,36.73,180,115,0,5.9892426,123
2.658,-25.31,0,37.96,180,119,0,5.9881926,141
2.659,-21.62,0,44.47,180,107,0,5.9908524,146
2.664,-20.91,0,45.7,180,108,0,5.966078,146
2.665,-17.4,0,51.67,180,101,0,5.9849205,147
2.671,-16.52,0,53.08,180,97,0,5.936414,147
2.672,-13.35,0,59.06,180,94,0,5.976182,148
2.678,-12.65,0,60.46,180,91,0,5.0284624,147
2.679,-9.66,0,65.91,180,85,0,5.9553804,148
2.684,-8.96,0,67.32,180,85,0,-3.48657,135
2.686,-5.97,0,72.59,180,82,0,5.844846,148
2.693,-5.62,0,73.82,180,82,0,1.800087,88
2.693,-2.63,0,79.1,180,78,0,5.047163,147
2.699,-1.9300000000000002,0,80.15,180,75,0,-5.7906685,34
2.701,0.52,0,85.25,180,77,0,3.843958,124
2.706,0.87,0,86.3,180,66,0,-5.5990024,157
2.709,3.69,0,90.87,180,79,0,3.430933,90
2.713,4.39,0,92.28,180,52,0,-5.999939,161
2.716,5.97,0,95.09,180,67,0,5.53249,77
2.72,7.38,0,97.55,180,60,0,-5.999987,172
2.724,8.78,0,100.19,180,74,0,-5.970507,138
2.727,10.37,0,103.0,180,68,0,-5.999993,172
2.731,11.25,0,104.94,180,56,0,-2.8025014,168
2.734,12.48,0,107.22,180,58,0,-5.9985905,169
2.738,13.53,0,108.98,180,55,0,-5.988628,75
2.741,14.58,0,111.09,180,47,0,-5.991542,169
2.745,15.64,0,112.85,180,49,0,-5.996009,169
2.747,16.52,0,114.96,180,44,0,-5.9867573,168
2.75,17.4,0,116.54,180,44,0,-4.3824673,167
2.755,18.1,0,118.3,180,41,0,-5.2849345,167
2.757,19.16,0,120.58,180,38,0,-5.378292,121
2.762,19.51,0,121.28,180,38,0,-5.991815,145
2.764,20.74,0,123.92,180,34,0,-4.563566,148
2.769,20.91,0,124.45,180,34,0,-5.9764347,166
2.77,21.79,0,127.08,180,28,0,-5.3382406,124
2.775,21.97,0,127.61,180,27,0,-5.7397575,164
2.777,22.85,0,129.9,180,25,0,-5.80248,146
2.781,23.02,0,130.25,180,25,0,-1.1224637,158
2.783,23.55,0,132.36,180,21,0,-5.9767327,159
2.788,23.9,0,133.41,180,21,0,-0.9953308,28
2.791,24.25,0,135.0,180,17,0,-4.358449,162
2.794,24.6,0,136.05,180,17,0,3.9715672,24
2.797,24.78,0,137.1,180,15,0,-5.9316716,117
2.799,25.31,0,138.86,180,15,0,5.5730114,98
2.804,25.31,0,139.21,180,15,0,-5.5988207,158
2.806,26.01,0,140.97,180,15,0,-5.9791107,143
2.812,26.01,0,141.15,180,-29,0,-5.830614,151
2.813,26.54,0,142.91,180,24,0,5.6596794,162
2.819,26.54,0,143.08,180,19,0,-5.3309684,160
2.82,27.42,0,144.84,180,16,0,-5.9995623,148
2.826,27.42,0,145.01,180,16,0,2.5608826,135
2.827,27.94,0,146.07,180,16,0,-5.9997315,164
2.833,28.12,0,146.42,180,16,0,-5.509796,50
2.834,28.3,0,147.65,180,13,0,-5.99905,164
2.84,28.3,0,148.0,180,13,0,-5.562877,151
2.841,28.47,0,149.23,180,12,0,-5.998762,164
2.846,28.47,0,149.58,180,11,0,-5.3166656,150
2.848,28.47,0,151.17,180,7,0,-5.998934,162
2.853,28.3,0,151.52,180,-6,0,-4.0643888,143
2.855,27.94,0,153.1,180,-4,0,-5.9857,161
2.861,27.94,0,153.45,180,-4,0,-5.9021173,106
2.863,27.24,0,155.21,180,-4,0,-5.990145,160
2.868,26.89,0,155.74,180,-19,0,5.98969,157
2.87,26.01,0,157.5,180,-27,0,-5.9783573,158
2.876,25.83,0,158.02,180,-27,0,-4.1465306,148
2.877,24.6,0,159.96,180,-38,0,-5.9881516,159
2.882,24.25,0,160.48,180,-38,0,-4.253403,105
2.885,22.67,0,162.59,180,-48,0,-5.9848247,157
2.889,22.32,0,163.12,180,-48,0,4.905793,107
2.891,20.91,0,164.88,180,-54,0,-5.023612,156
2.894,20.39,0,166.28,180,-53,0,4.103443,134
2.897,18.8,0,167.69,180,-64,0,3.7074203,126
2.901,17.92,0,169.27,180,-44,0,2.5766582,112
2.905,16.69,0,170.5,180,-51,0,5.180335,99
2.908,15.99,0,171.73,180,-52,0,3.0562077,66
2.911,15.11,0,172.61,180,-46,0,2.2984715,142
2.913,14.23,0,173.84,180,-41,0,4.6659546,79
2.916,13.53,0,174.55,180,-40,0,5.9187717,57
2.921,12.83,0,175.6,180,-34,0,1.7864485,126
2.924,12.12,0,176.48,180,-32,0,-0.92571783,160
2.927,11.77,0,176.83,180,-31,0,5.9901104,45
2.929,11.25,0,177.36,180,-27,0,4.5275087,18
2.933,10.89,0,178.06,180,-21,0,5.989088,163
2.937,10.54,0,178.59,180,-21,0,5.994272,120
2.939,10.37,0,178.94,180,-15,0,5.9987764,159
2.944,10.19,0,179.12,180,-13,0,2.4777937,176
2.945,10.19,0,179.29,180,-13,0,0.78807163,159
2.949,10.19,0,179.29,180,-13,0,1.7189913,61
2.954,10.37,0,179.12,180,9,0,-1.511795,16
2.956,10.72,0,178.94,180,7,0,-4.426013,37
2.961,10.72,0,178.76,180,7,0,-2.6960864,36
2.962,10.89,0,178.76,180,7,0,-2.0309482,117
2.968,10.89,0,178.76,180,7,0,1.5228982,69
2.969,10.89,0,178.94,180,7,0,1.5228982,48
2.973,11.07,0,178.94,180,7,0,3.0989628,31
2.975,11.07,0,179.12,180,5,0,1.6703839,34
2.98,11.07,0,179.29,180,5,0,3.4029064,73
2.982,11.07,0,179.29,180,4,0,4.85184,37
2.985,11.25,0,179.29,180,4,0,0.68608475,84
2.988,11.42,0,179.29,180,3,0,0.6671343,125
2.993,11.6,0,179.12,180,3,0,0.1628704,13
2.994,11.95,0,178.94,180,3,0,-2.5409982,13
2.999,11.95,0,178.76,180,3,0,-2.7493901,0
3.001,12.3,0,178.59,180,9,0,-2.8195186,63
3.006,12.3,0,178.59,180,9,0,-1.7731409,68
3.007,12.48,0,178.59,180,9,0,1.8975658,70
3.013,12.48,0,178.59,180,9,0,1.8743753,42
3.014,12.65,0,178.59,180,7,0,1.8743753,42
3.019,12.65,0,178.59,180,6,0,1.1745663,42
3.021,12.83,0,178.59,180,5,0,0.9104991,42
3.025,13.0,0,178.59,180,5,0,0.5532341,25
3.029,13.18,0,178.41,180,5,0,0.55990887,19
3.031,13.35,0,178.24,180,5,0,-4.9427376,10
3.037,13.53,0,178.24,180,7,0,-3.046585,10
3.038,13.53,0,178.06,180,7,0,0.8465061,133
3.044,13.53,0,178.06,180,7,0,-3.4273329,77
3.045,13.71,0,178.41,180,7,0,0.87546587,19
3.05,13.71,0,178.41,180,7,0,3.8703861,83
3.052,13.71,0,178.59,180,5,0,0.66524076,20
3.059,13.71,0,178.59,180,5,0,2.700121,95
