time,motor_angle,motor_target,pendulum_angle,pendulum_target,rpm,rpm_target,voltage,current
2.308,-2.81,0,-2339.47,180,5,0,0,0
2.314,-0.35000000000000003,0,-2159.64,180,0,0,0,0
2.317,-1.23,0,-0.7000000000000001,180,-31,0,0,424
2.32,-1.23,0,-0.87,180,-31,0,-6.0,12
2.322,-1.9300000000000002,0,-1.4,180,-27,0,-5.6649055,3
2.323,-2.46,0,-1.9300000000000002,180,-34,0,-5.446758,155
2.327,-2.81,0,-2.2800000000000002,180,-34,0,-5.750692,147
2.329,-3.69,0,-3.33,180,-34,0,-5.668766,140
2.333,-4.04,0,-3.51,180,-41,0,-5.6195564,149
2.334,-5.09,0,-4.74,180,-45,0,-5.5804324,145
2.337,-5.44,0,-5.09,180,-46,0,-5.85017,145
2.338,-6.5,0,-6.15,180,-51,0,-5.83908,144
2.342,-7.03,0,-6.5,180,-53,0,-5.8533974,150
2.344,-8.43,0,-8.08,180,-60,0,-5.723329,149
2.347,-8.78,0,-8.43,180,-62,0,-5.888565,150
2.35,-10.37,0,-10.01,180,-65,0,-5.963023,145
2.351,-11.25,0,-10.89,180,-73,0,-5.9771757,150
2.356,-12.12,0,-11.6,180,-69,0,-5.949209,152
2.357,-14.06,0,-13.71,180,-77,0,-5.8460784,151
2.361,-14.76,0,-14.23,180,-79,0,-5.7073193,150
2.362,-16.52,0,-15.99,180,-83,0,-5.341594,148
2.365,-17.05,0,-16.52,180,-83,0,-5.8699493,143
2.367,-18.8,0,-18.28,180,-86,0,-5.4447165,132
2.37,-19.33,0,-18.8,180,-88,0,-5.8007793,147
2.371,-21.44,0,-20.91,180,-88,0,-5.7540793,135
2.373,-22.32,0,-21.62,180,-90,0,-5.9323235,145
2.378,-23.55,0,-22.85,180,-90,0,-5.5041857,143
2.379,-25.83,0,-24.96,180,-94,0,-5.7724333,148
2.383,-26.36,0,-25.66,180,-92,0,-5.307802,137
2.384,-28.47,0,-27.59,180,-92,0,-4.9798245,144
2.388,-29.17,0,-28.12,180,-95,0,-5.606141,131
2.389,-31.64,0,-30.58,180,-92,0,-3.2312307,121
2.393,-32.34,0,-31.11,180,-94,0,-3.1004028,138
2.394,-34.27,0,-32.87,180,-101,0,-3.561957,70
2.397,-34.98,0,-33.57,180,-89,0,-4.005295,67
2.399,-36.38,0,-34.98,180,-95,0,-5.584891,80
2.403,-37.61,0,-36.03,180,-98,0,-5.3853645,92
2.404,-39.9,0,-37.96,180,-89,0,-4.3582783,138
2.409,-40.42,0,-38.49,180,-94,0,-4.8652997,133
2.41,-42.89,0,-40.78,180,-94,0,2.2426414,103
2.413,-43.59,0,-41.3,180,-88,0,-0.17481375,116
2.416,-45.52,0,-42.89,180,-100,0,-5.434706,60
2.417,-46.58,0,-43.76,180,-81,0,-0.8054142,3
2.419,-47.81,0,-44.82,180,-95,0,-5.150416,134
2.423,-48.69,0,-45.7,180,-81,0,-4.678072,8
2.425,-50.62,0,-47.28,180,-83,0,-3.4512181,127
2.428,-51.15,0,-47.81,180,-85,0,-4.2313476,114
2.43,-53.08,0,-49.21,180,-85,0,3.5895977,79
2.433,-53.61,0,-49.74,180,-83,0,-4.5870247,100
2.435,-55.54,0,-50.97,180,-86,0,-4.377146,98
2.437,-56.42,0,-51.67,180,-75,0,0.100896835,106
2.441,-57.3,0,-52.38,180,-70,0,-0.3994689,106
2.443,-59.06,0,-53.61,180,-73,0,2.463519,7
2.445,-59.58,0,-53.96,180,-75,0,-3.4918613,0
2.448,-61.17,0,-55.01,180,-69,0,5.6326437,66
2.451,-61.69,0,-55.37,180,-72,0,-2.424098,73
2.452,-63.28,0,-56.42,180,-63,0,2.2385597,155
2.455,-64.16,0,-56.77,180,-65,0,2.7035923,44
2.459,-65.03,0,-57.3,180,-55,0,5.4883394,60
2.46,-66.44,0,-58.18,180,-63,0,4.633688,73
2.465,-66.79,0,-58.35,180,-63,0,2.555956,147
2.465,-68.37,0,-59.06,180,-66,0,5.6500416,128
2.469,-68.73,0,-59.23,180,-57,0,3.702921,69
2.471,-69.96,0,-59.76,180,-55,0,5.226123,169
2.475,-70.31,0,-59.76,180,-55,0,3.5767565,114
2.476,-71.54,0,-60.11,180,-45,0,5.134899,141
2.479,-71.89,0,-60.11,180,-45,0,1.9826994,96
2.48,-72.77,0,-60.29,180,-42,0,4.2383766,140
2.484,-73.12,0,-60.29,180,-42,0,3.5798903,54
2.486,-74.0,0,-60.29,180,-40,0,4.10446,112
2.488,-74.53,0,-60.29,180,-38,0,4.0959644,95
2.493,-74.88,0,-60.29,180,-36,0,4.1731405,108
2.494,-75.58,0,-59.94,180,-34,0,4.4040174,108
2.497,-75.76,0,-59.76,180,-34,0,4.7379856,109
2.499,-76.46,0,-59.41,180,-30,0,4.717434,116
2.502,-76.81,0,-59.23,180,-30,0,5.482662,125
2.504,-77.16,0,-58.88,180,-25,0,5.373973,125
2.506,-77.51,0,-58.18,180,-25,0,5.501465,146
2.508,-77.69,0,-57.83,180,-21,0,5.892972,143
2.513,-77.87,0,-57.3,180,-21,0,5.51989,145
2.514,-78.22,0,-56.42,180,-16,0,5.452114,157
2.518,-78.22,0,-56.07,180,-14,0,5.456793,146
2.519,-78.39,0,-54.84,180,-13,0,5.4668436,143
2.522,-78.57,0,-54.49,180,-13,0,5.9085655,144
2.525,-78.57,0,-53.08,180,-13,0,5.348381,143
2.526,-78.57,0,-52.38,180,-11,0,5.9425926,154
2.53,-78.39,0,-51.67,180,9,0,5.3946085,139
2.532,-78.22,0,-50.09,180,7,0,-1.3381014,155
2.536,-78.22,0,-49.39,180,6,0,5.8261137,140
2.537,-77.87,0,-47.81,180,5,0,3.872879,31
2.54,-77.69,0,-47.28,180,5,0,5.8804207,140
2.542,-77.34,0,-45.35,180,5,0,5.1698456,94
2.545,-77.16,0,-44.64,180,22,0,5.9233418,150
2.547,-76.46,0,-42.18,180,26,0,-1.7006793,131
2.55,-76.11,0,-41.48,180,26,0,5.909067,151
2.552,-75.41,0,-39.02,180,27,0,-0.0049438477,42
2.555,-75.23,0,-38.32,180,27,0,5.940243,140
2.557,-74.17,0,-35.33,180,37,0,5.47101,3
2.56,-73.65,0,-34.27,180,47,0,3.9991302,147
2.561,-72.94,0,-32.16,180,49,0,5.92914,136
2.564,-72.42,0,-30.93,180,49,0,5.951174,96
2.568,-71.19,0,-28.3,180,65,0,5.217595,148
2.569,-70.13,0,-26.01,180,64,0,5.9394073,162
2.572,-69.6,0,-25.13,180,64,0,5.91012,141
2.575,-67.85,0,-21.62,180,82,0,5.8452597,148
2.576,-66.97,0,-19.86,180,83,0,1.4567833,146
2.58,-65.91,0,-17.92,180,92,0,5.6951466,143
2.581,-63.8,0,-14.06,180,109,0,5.5221443,20
2.585,-62.92,0,-12.65,180,100,0,5.921978,133
2.586,-60.64,0,-8.78,180,110,0,3.908904,130
2.589,-59.76,0,-7.55,180,122,0,5.932122,143
2.591,-56.95,0,-2.81,180,124,0,5.6248865,85
2.593,-55.72,0,-0.87,180,133,0,-5.9996257,140
2.597,-53.96,0,1.75,180,131,0,4.867173,132
2.599,-51.85,0,5.27,180,141,0,5.916857,179
2.602,-49.92,0,8.26,180,136,0,5.918189,111
2.605,-48.16,0,11.07,180,134,0,5.944539,141
2.606,-46.05,0,14.58,180,133,0,5.956066,141
2.61,-44.29,0,17.22,180,123,0,5.956764,140
2.611,-42.18,0,20.56,180,117,0,5.968275,142
2.614,-40.78,0,22.85,180,121,0,5.948264,142
2.616,-38.14,0,27.42,180,112,0,5.454994,143
2.619,-37.26,0,28.82,180,116,0,5.088516,143
2.622,-34.98,0,32.69,180,110,0,5.9349318,130
2.623,-33.92,0,34.62,180,107,0,-5.9823847,119
2.626,-32.51,0,36.91,180,108,0,5.9246435,144
2.627,-30.76,0,40.25,180,116,0,5.712572,174
2.632,-30.05,0,41.48,180,99,0,5.776432,143
2.633,-27.42,0,46.58,180,87,0,5.982687,140
2.638,-26.71,0,47.63,180,84,0,-3.3888824,142
2.639,-24.78,0,51.15,180,83,0,5.9180174,147
2.642,-24.43,0,52.2,180,79,0,5.977687,84
2.643,-22.5,0,55.89,180,70,0,5.956505,146
2.647,-21.79,0,57.12,180,70,0,5.995614,148
2.649,-20.03,0,60.46,180,81,0,5.8059673,148
2.651,-19.16,0,62.22,180,71,0,-5.9996796,148
2.656,-18.28,0,63.98,180,81,0,5.86067,145
2.657,-16.69,0,67.5,180,69,0,5.71414,168
2.661,-16.17,0,68.55,180,69,0,-5.7307515,130
2.663,-14.41,0,72.07,180,63,0,5.8624344,142
2.667,-14.23,0,72.94,180,61,0,5.4887276,146
2.668,-12.48,0,76.11,180,54,0,5.4413767,146
2.67,-11.95,0,76.99,180,54,0,5.2394886,136
2.673,-10.72,0,79.62,180,55,0,5.989644,137
2.676,-9.84,0,81.38,180,58,0,-5.9121623,130
2.678,-8.96,0,83.14,180,58,0,-5.999816,166
2.68,-8.61,0,84.19,180,51,0,-2.2349124,160
2.682,-7.55,0,85.95,180,64,0,5.601302,166
2.687,-6.67,0,87.53,180,60,0,5.8196144,61
2.688,-5.44,0,90.0,180,53,0,5.949955,141
2.692,-5.09,0,90.87,180,53,0,-5.604496,145
2.693,-3.69,0,93.16,180,52,0,5.698102,150
2.697,-3.51,0,93.69,180,49,0,-5.930285,143
2.699,-1.9300000000000002,0,96.15,180,49,0,5.426219,142
2.702,-1.58,0,96.85,180,49,0,-5.919532,152
2.704,-0.17,0,98.96,180,69,0,4.394045,134
2.708,0.0,0,99.49,180,51,0,-5.96607,151
2.709,1.23,0,101.42,180,51,0,2.516016,107
2.712,1.75,0,101.77,180,51,0,-5.7641025,156
2.714,2.98,0,103.71,180,64,0,2.0865517,53
2.718,3.16,0,104.06,180,58,0,-5.8564415,151
2.719,4.74,0,105.82,180,60,0,-5.137422,40
2.723,5.09,0,106.17,180,52,0,-5.9276543,154
2.724,6.15,0,107.4,180,45,0,-2.1972463,141
2.728,6.5,0,107.75,180,52,0,3.409237,166
2.728,7.73,0,109.16,180,47,0,-3.5806284,58
2.732,8.26,0,109.68,180,47,0,-4.534359,72
2.733,9.49,0,110.91,180,46,0,-2.9061441,98
2.737,9.66,0,111.09,180,46,0,-5.9828973,133
2.738,10.72,0,111.97,180,56,0,-1.845717,77
2.742,11.25,0,112.5,180,43,0,-4.0100226,167
2.743,12.3,0,113.37,180,56,0,-1.6186657,49
2.748,12.65,0,113.73,180,47,0,-4.609867,107
2.749,13.88,0,114.6,180,48,0,-4.587643,44
2.752,14.23,0,114.78,180,46,0,-3.488688,124
2.754,15.29,0,115.48,180,45,0,-3.225974,125
2.757,15.64,0,115.66,180,44,0,-3.8317642,97
2.76,16.69,0,116.36,180,47,0,-4.149641,87
2.762,17.22,0,116.54,180,46,0,-5.453902,105
2.764,17.75,0,116.89,180,44,0,-4.6268854,112
2.768,18.45,0,117.07,180,40,0,-4.6524158,151
2.769,19.16,0,117.42,180,41,0,-1.2674751,127
2.772,19.33,0,117.59,180,41,0,-3.243709,128
2.775,20.21,0,117.77,180,40,0,-3.2065463,34
2.777,20.74,0,117.77,180,40,0,-2.6791592,86
2.779,21.26,0,117.94,180,38,0,-0.45809174,85
2.783,21.97,0,117.94,180,38,0,-0.8408227,70
